,edition,round,year,competition,score_only,team1_score,team2_score,goal_diff,team1_edit,team2_edit
2787,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-2,2,2,0,Lebanon,Hong Kong
2788,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,India,Hong Kong
2789,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-1,0,1,-1,Lebanon,South Korea
2790,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Estonia,Malta
2791,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-2,2,2,0,Bulgaria,Israel
2792,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Finland,Austria
2793,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Lebanon,Bahrain
2794,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,India,South Korea
2795,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-0,2,0,2,Kuwait,Malaysia
2796,1994-USA,PRELIMINARY-Asia,1993,WorldCup,8-0,8,0,8,Saudi Arabia,Macao
2797,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-0,0,0,0,Latvia,Albania
2798,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,Hong Kong,South Korea
2799,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Bahrain,India
2800,1994-USA,PRELIMINARY-Asia,1993,WorldCup,8-0,8,0,8,Kuwait,Macao
2801,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,Saudi Arabia,Malaysia
2802,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-5,0,5,-5,Macao,Malaysia
2803,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-0,2,0,2,Saudi Arabia,Kuwait
2804,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Estonia,Scotland
2805,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,San Marino,Poland
2806,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Sweden,Austria
2807,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Luxembourg,Iceland
2808,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Belgium,Faroe Islands
2809,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Jordan,Yemen
2810,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-5,0,5,-5,Pakistan,China
2811,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Russia,Greece
2812,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Jordan,Iraq
2813,1994-USA,PRELIMINARY-Asia,1993,WorldCup,5-1,5,1,4,Yemen,Pakistan
2814,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Lithuania,Northern Ireland
2815,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-2,1,2,-1,Albania,Ireland
2816,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,Jordan,China
2817,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-6,1,6,-5,Yemen,Iraq
2818,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-8,0,8,-8,Pakistan,Iraq
2819,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Yemen,China
2820,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Poland,England
2821,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-1,3,1,2,Jordan,Pakistan
2822,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Iraq,China
2823,1994-USA,PRELIMINARY-Oceania,1993,WorldCup,0-1,0,1,-1,New Zealand,Australia
2824,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Scotland,Estonia
2825,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Norway,England
2826,1994-USA,PRELIMINARY-Europe,1993,WorldCup,4-0,4,0,4,Denmark,Albania
2827,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-2,1,2,-1,Latvia,Northern Ireland
2828,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Lithuania,Spain
2829,1994-USA,PRELIMINARY-Europe,1993,WorldCup,5-2,5,2,3,Czechoslovakia,Romania
2830,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Iceland,Russia
2831,1994-USA,PRELIMINARY-Europe,1993,WorldCup,5-0,5,0,5,Sweden,Israel
2832,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-1,4,1,3,South Korea,Hong Kong
2833,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Bahrain,Lebanon
2834,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Faroe Islands,Wales
2835,1994-USA,PRELIMINARY-Oceania,1993,WorldCup,3-0,3,0,3,Australia,New Zealand
2836,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,India,Bahrain
2837,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-0,2,0,2,South Korea,Lebanon
2838,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-0,0,0,0,Netherlands,Norway
2839,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Latvia,Ireland
2840,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Hong Kong,Lebanon
2841,1994-USA,PRELIMINARY-Asia,1993,WorldCup,7-0,7,0,7,South Korea,India
2842,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,India,Lebanon
2843,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,Bahrain,Hong Kong
2844,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Yemen,Jordan
2845,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,China,Pakistan
2846,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,South Korea,Bahrain
2847,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-3,1,3,-2,Hong Kong,India
2848,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-0,4,0,4,Iraq,Jordan
2849,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,Pakistan,Yemen
2850,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Lithuania,Ireland
2851,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Faroe Islands,Czechoslovakia
2852,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Iceland,Hungary
2853,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-0,0,0,0,Finland,Israel
2854,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-1,4,1,3,China,Jordan
2855,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,Iraq,Yemen
2856,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-0,4,0,4,Iraq,Pakistan
2857,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,China,Yemen
2858,1994-USA,PRELIMINARY-Europe,1993,WorldCup,4-0,4,0,4,Portugal,Malta
2859,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-5,0,5,-5,Pakistan,Jordan
2860,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,China,Iraq
2861,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Iran,Oman
2862,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-2,0,2,-2,Taiwan,Syria
2863,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Oman,Syria
2864,1994-USA,PRELIMINARY-Asia,1993,WorldCup,6-0,6,0,6,Iran,Taiwan
2865,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Oman,Taiwan
2866,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Iran,Syria
2867,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-1,0,1,-1,Oman,Iran
2868,1994-USA,PRELIMINARY-Asia,1993,WorldCup,8-1,8,1,7,Syria,Taiwan
2869,1994-USA,PRELIMINARY-Africa,1993,WorldCup,4-1,4,1,3,Nigeria,Algeria
2870,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Zambia,Morocco
2871,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Zimbabwe,Cameroon
2872,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Syria,Oman
2873,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-6,0,6,-6,Taiwan,Iran
2874,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-7,1,7,-6,Taiwan,Oman
2875,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Syria,Iran
2876,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-3,1,3,-2,Senegal,Morocco
2877,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-0,0,0,0,Ecuador,Brazil
2878,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-7,1,7,-6,Venezuela,Bolivia
2879,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Ivory Coast,Algeria
2880,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-1,0,1,-1,Guinea,Cameroon
2881,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-0,2,0,2,Bolivia,Brazil
2882,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-1,0,1,-1,Venezuela,Uruguay
2883,1994-USA,PRELIMINARY-Oceania,1993,WorldCup,2-1,2,1,1,Canada,Australia
2884,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-0,0,0,0,Colombia,Paraguay
2885,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-1,0,1,-1,Peru,Argentina
2886,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-5,1,5,-4,Venezuela,Brazil
2887,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-0,0,0,0,Uruguay,Ecuador
2888,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Senegal,Zambia
2889,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-3,1,3,-2,Paraguay,Argentina
2890,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-1,0,1,-1,Peru,Colombia
2891,1994-USA,PRELIMINARY-S.America,1993,WorldCup,5-0,5,0,5,Ecuador,Venezuela
2892,1994-USA,PRELIMINARY-S.America,1993,WorldCup,3-1,3,1,2,Bolivia,Uruguay
2893,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-1,2,1,1,Paraguay,Peru
2894,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-1,2,1,1,Colombia,Argentina
2895,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-0,1,0,1,Bolivia,Ecuador
2896,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-1,1,1,0,Uruguay,Brazil
2897,1994-USA,PRELIMINARY-Oceania,1993,WorldCup,2-1,2,1,1,Australia,Canada
2898,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Sweden,France
2899,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-1,2,1,1,Argentina,Peru
2900,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-1,1,1,0,Paraguay,Colombia
2901,1994-USA,PRELIMINARY-S.America,1993,WorldCup,7-0,7,0,7,Bolivia,Venezuela
2902,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-0,2,0,2,Brazil,Ecuador
2903,1994-USA,PRELIMINARY-Europe,1993,WorldCup,4-0,4,0,4,Denmark,Lithuania
2904,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Austria,Finland
2905,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-0,0,0,0,Argentina,Paraguay
2906,1994-USA,PRELIMINARY-S.America,1993,WorldCup,4-0,4,0,4,Colombia,Peru
2907,1994-USA,PRELIMINARY-S.America,1993,WorldCup,4-0,4,0,4,Uruguay,Venezuela
2908,1994-USA,PRELIMINARY-S.America,1993,WorldCup,6-0,6,0,6,Brazil,Bolivia
2909,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Estonia,Portugal
2910,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-2,2,2,0,Peru,Paraguay
2911,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-5,0,5,-5,Argentina,Colombia
2912,1994-USA,PRELIMINARY-S.America,1993,WorldCup,4-0,4,0,4,Brazil,Venezuela
2913,1994-USA,PRELIMINARY-S.America,1993,WorldCup,0-1,0,1,-1,Ecuador,Uruguay
2914,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Scotland,Switzerland
2915,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,England,Poland
2916,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Albania,Denmark
2917,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Ireland,Lithuania
2918,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Northern Ireland,Latvia
2919,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-2,2,2,0,Wales,Czechoslovakia
2920,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-4,0,4,-4,Faroe Islands,Romania
2921,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Hungary,Russia
2922,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Iceland,Luxembourg
2923,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Finland,France
2924,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Bulgaria,Sweden
2925,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-1,2,1,1,Uruguay,Bolivia
2926,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-1,2,1,1,Venezuela,Ecuador
2927,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-1,1,1,0,Ecuador,Bolivia
2928,1994-USA,PRELIMINARY-S.America,1993,WorldCup,2-0,2,0,2,Brazil,Uruguay
2929,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Estonia,Italy
2930,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Norway,Poland
2931,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-7,0,7,-7,San Marino,Netherlands
2932,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-5,1,5,-4,Albania,Spain
2933,1994-USA,PRELIMINARY-Africa,1993,WorldCup,4-1,4,1,3,Nigeria,Ivory Coast
2934,1994-USA,PRELIMINARY-Africa,1993,WorldCup,4-0,4,0,4,Zambia,Senegal
2935,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Zimbabwe,Guinea
2936,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-1,1,1,0,Algeria,Nigeria
2937,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Morocco,Zambia
2938,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-1,3,1,2,Cameroon,Zimbabwe
2939,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Luxembourg,Greece
2940,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Portugal,Switzerland
2941,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Italy,Scotland
2942,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Netherlands,England
2943,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Poland,Norway
2944,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Denmark,Northern Ireland
2945,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Ireland,Spain
2946,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-1,2,1,1,Romania,Belgium
2947,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Wales,Cyprus
2948,1994-USA,PRELIMINARY-Europe,1993,WorldCup,4-1,4,1,3,Bulgaria,Austria
2949,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-3,2,3,-1,France,Israel
2950,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-2,3,2,1,Sweden,Finland
2951,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-2,3,2,1,North Korea,Iraq
2952,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Saudi Arabia,Japan
2953,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,Iran,South Korea
2954,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,North Korea,Saudi Arabia
2955,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Japan,Iran
2956,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-2,2,2,0,Iraq,South Korea
2957,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,North Korea,Japan
2958,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Iran,Iraq
2959,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,South Korea,Saudi Arabia
2960,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Iraq,Saudi Arabia
2961,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Japan,South Korea
2962,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Iran,North Korea
2963,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-1,2,1,1,Turkey,Poland
2964,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Czechoslovakia,Cyprus
2965,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Hungary,Luxembourg
2966,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Israel,Austria
2967,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,South Korea,North Korea
2968,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-3,4,3,1,Saudi Arabia,Iran
2969,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-2,2,2,0,Iraq,Japan
2970,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-1,1,1,0,Australia,Argentina
2971,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Portugal,Estonia
2972,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-1,2,1,1,Turkey,Norway
2973,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Austria,Sweden
2974,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Israel,Finland
2975,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Italy,Portugal
2976,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Malta,Scotland
2977,1994-USA,PRELIMINARY-Europe,1993,WorldCup,4-0,4,0,4,Switzerland,Estonia
2978,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-7,1,7,-6,San Marino,England
2979,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Poland,Netherlands
2980,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Northern Ireland,Ireland
2981,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Spain,Denmark
2982,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-2,1,2,-1,Wales,Romania
2983,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-0,0,0,0,Belgium,Czechoslovakia
2984,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Greece,Russia
2985,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-2,1,2,-1,France,Bulgaria
2986,1994-USA,PRELIMINARY-S.America,1993,WorldCup,1-0,1,0,1,Argentina,Australia
2987,1994-USA,GROUP_STAGE,1994,WorldCup,1-0,1,0,1,Germany,Bolivia
2988,1994-USA,GROUP_STAGE,1994,WorldCup,2-2,2,2,0,Spain,South Korea
2989,1994-USA,GROUP_STAGE,1994,WorldCup,0-1,0,1,-1,Italy,Ireland
2990,1994-USA,GROUP_STAGE,1994,WorldCup,1-3,1,3,-2,Colombia,Romania
2991,1994-USA,GROUP_STAGE,1994,WorldCup,1-1,1,1,0,USA,Switzerland
2992,1994-USA,GROUP_STAGE,1994,WorldCup,1-0,1,0,1,Belgium,Morocco
2993,1994-USA,GROUP_STAGE,1994,WorldCup,1-0,1,0,1,Norway,Mexico
2994,1994-USA,GROUP_STAGE,1994,WorldCup,2-2,2,2,0,Cameroon,Sweden
2995,1994-USA,GROUP_STAGE,1994,WorldCup,2-1,2,1,1,Netherlands,Saudi Arabia
2996,1994-USA,GROUP_STAGE,1994,WorldCup,2-0,2,0,2,Brazil,Russia
2997,1994-USA,GROUP_STAGE,1994,WorldCup,4-0,4,0,4,Argentina,Greece
2998,1994-USA,GROUP_STAGE,1994,WorldCup,1-1,1,1,0,Germany,Spain
2999,1994-USA,GROUP_STAGE,1994,WorldCup,3-0,3,0,3,Nigeria,Bulgaria
3000,1994-USA,GROUP_STAGE,1994,WorldCup,1-4,1,4,-3,Romania,Switzerland
3001,1994-USA,GROUP_STAGE,1994,WorldCup,2-1,2,1,1,USA,Colombia
3002,1994-USA,GROUP_STAGE,1994,WorldCup,1-0,1,0,1,Italy,Norway
3003,1994-USA,GROUP_STAGE,1994,WorldCup,0-0,0,0,0,South Korea,Bolivia
3004,1994-USA,GROUP_STAGE,1994,WorldCup,2-1,2,1,1,Mexico,Ireland
3005,1994-USA,GROUP_STAGE,1994,WorldCup,3-0,3,0,3,Brazil,Cameroon
3006,1994-USA,GROUP_STAGE,1994,WorldCup,3-1,3,1,2,Sweden,Russia
3007,1994-USA,GROUP_STAGE,1994,WorldCup,2-1,2,1,1,Saudi Arabia,Morocco
3008,1994-USA,GROUP_STAGE,1994,WorldCup,1-0,1,0,1,Belgium,Netherlands
3009,1994-USA,GROUP_STAGE,1994,WorldCup,2-1,2,1,1,Argentina,Nigeria
3010,1994-USA,GROUP_STAGE,1994,WorldCup,4-0,4,0,4,Bulgaria,Greece
3011,1994-USA,GROUP_STAGE,1994,WorldCup,0-2,0,2,-2,Switzerland,Colombia
3012,1994-USA,GROUP_STAGE,1994,WorldCup,0-1,0,1,-1,USA,Romania
3013,1994-USA,GROUP_STAGE,1994,WorldCup,1-3,1,3,-2,Bolivia,Spain
3014,1994-USA,GROUP_STAGE,1994,WorldCup,3-2,3,2,1,Germany,South Korea
3015,1994-USA,GROUP_STAGE,1994,WorldCup,1-1,1,1,0,Italy,Mexico
3016,1994-USA,GROUP_STAGE,1994,WorldCup,0-0,0,0,0,Ireland,Norway
3017,1994-USA,GROUP_STAGE,1994,WorldCup,6-1,6,1,5,Russia,Cameroon
3018,1994-USA,GROUP_STAGE,1994,WorldCup,1-1,1,1,0,Brazil,Sweden
3019,1994-USA,GROUP_STAGE,1994,WorldCup,0-1,0,1,-1,Belgium,Saudi Arabia
3020,1994-USA,GROUP_STAGE,1994,WorldCup,1-2,1,2,-1,Morocco,Netherlands
3021,1994-USA,GROUP_STAGE,1994,WorldCup,0-2,0,2,-2,Argentina,Bulgaria
3022,1994-USA,GROUP_STAGE,1994,WorldCup,0-2,0,2,-2,Greece,Nigeria
3023,1994-USA,1/8_FINAL,1994,WorldCup,3-2,3,2,1,Germany,Belgium
3024,1994-USA,1/8_FINAL,1994,WorldCup,3-0,3,0,3,Spain,Switzerland
3025,1994-USA,1/8_FINAL,1994,WorldCup,1-3,1,3,-2,Saudi Arabia,Sweden
3026,1994-USA,1/8_FINAL,1994,WorldCup,3-2,3,2,1,Romania,Argentina
3027,1994-USA,1/8_FINAL,1994,WorldCup,2-0,2,0,2,Netherlands,Ireland
3028,1994-USA,1/8_FINAL,1994,WorldCup,1-0,1,0,1,Brazil,USA
3029,1994-USA,1/8_FINAL,1994,WorldCup,1-2,1,2,-1,Nigeria,Italy
3030,1994-USA,1/8_FINAL,1994,WorldCup,1-1,1,1,0,Mexico,Bulgaria
3031,1994-USA,1/4_FINAL,1994,WorldCup,2-1,2,1,1,Italy,Spain
3032,1994-USA,1/4_FINAL,1994,WorldCup,2-3,2,3,-1,Netherlands,Brazil
3033,1994-USA,1/4_FINAL,1994,WorldCup,2-1,2,1,1,Bulgaria,Germany
3034,1994-USA,1/4_FINAL,1994,WorldCup,2-2,2,2,0,Romania,Sweden
3035,1994-USA,1/2_FINAL,1994,WorldCup,1-2,1,2,-1,Bulgaria,Italy
3036,1994-USA,1/2_FINAL,1994,WorldCup,0-1,0,1,-1,Sweden,Brazil
3037,1994-USA,PLACES_3&4,1994,WorldCup,4-0,4,0,4,Sweden,Bulgaria
3038,1994-USA,_FINAL,1994,WorldCup,0-0,0,0,0,Brazil,Italy
3039,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,3-3,3,3,0,Dominica,Antigua and Barbuda
3040,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,3-2,3,2,1,Dominican Republic,Aruba
3041,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,1-2,1,2,-1,Guyana,Grenada
3042,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,1-3,1,3,-2,Antigua and Barbuda,Dominica
3043,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,1-3,1,3,-2,Aruba,Dominican Republic
3044,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,0-1,0,1,-1,Surinam,Jamaica
3045,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,6-0,6,0,6,Grenada,Guayana
3046,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,1-0,1,0,1,Jamaica,Surinam
3047,1998-FRANCE,PRELIMINARY-Europe,1996,WorldCup,3-1,3,1,2,Yugoslavia,Faroe Islands
3048,1998-FRANCE,PRELIMINARY-Europe,1996,WorldCup,3-0,3,0,3,Macedonia,Liechtenstein
3049,1998-FRANCE,PRELIMINARY-S.America,1996,WorldCup,3-1,3,1,2,Argentina,Bolivia
3050,1998-FRANCE,PRELIMINARY-S.America,1996,WorldCup,0-2,0,2,-2,Venezuela,Uruguay
3051,1998-FRANCE,PRELIMINARY-S.America,1996,WorldCup,1-0,1,0,1,Colombia,Paraguay
3052,1998-FRANCE,PRELIMINARY-S.America,1996,WorldCup,4-1,4,1,3,Ecuador,Peru
3053,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,2-1,2,1,1,Dominican Republic,Dutch Antilles
3054,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,1-2,1,2,-1,Puerto Rico,Saint Vincent & The Grenadines
3055,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,5-1,5,1,4,Saint Kitts & Nevis,Saint Lucia
3056,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,0-1,0,1,-1,Nicaragua,Guatemala
3057,1998-FRANCE,PRELIMINARY-N/C.America,1996,WorldCup,2-1,2,1,1,Guatemala,Nicaragua
