,edition,round,year,competition,score_only,team1_score,team2_score,goal_diff,team1_edit,team2_edit
6797,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,2-3,2,3,-1,Guyana,El Salvador
6798,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,1-0,1,0,1,Honduras,Cuba
6799,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,2-0,2,0,2,Panama,Canada
6800,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-0,1,0,1,Lebanon,Iran
6801,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,2-2,2,2,0,Uzbekistan,South Korea
6802,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,2-1,2,1,1,Jordan,Australia
6803,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-0,1,0,1,Japan,Iraq
6804,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,6-1,6,1,5,New Zealand,Solomon Islands
6805,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,0-4,0,4,-4,Tahiti,New Caledonia
6806,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-2,1,2,-1,Macedonia,Croatia
6807,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-3,0,3,-3,Serbia,Belgium
6808,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-1,2,1,1,Wales,Scotland
6809,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-3,1,3,-2,Armenia,Italy
6810,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Bulgaria,Denmark
6811,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-1,3,1,2,Czech Republic,Malta
6812,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-0,0,0,0,Kazakhstan,Austria
6813,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-2,1,2,-1,Faroe Islands,Sweden
6814,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-6,1,6,-5,Ireland,Germany
6815,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-1,0,1,-1,Estonia,Hungary
6816,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-0,3,0,3,Netherlands,Andorra
6817,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-1,0,1,-1,Turkey,Romania
6818,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-2,1,2,-1,Albania,Iceland
6819,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-1,2,1,1,Slovenia,Cyprus
6820,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Switzerland,Norway
6821,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-6,0,6,-6,Luxembourg,Israel
6822,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-0,1,0,1,Russia,Portugal
6823,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-0,0,0,0,Greece,Bosnia-Herzegovina
6824,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-1,2,1,1,Slovakia,Latvia
6825,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-2,0,2,-2,Liechtenstein,Lithuania
6826,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,5-0,5,0,5,England,San Marino
6827,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-0,0,0,0,Moldova,Ukraine
6828,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-4,0,4,-4,Belarus,Spain
6829,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Finland,Georgia
6830,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,2-0,2,0,2,Colombia,Paraguay
6831,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,3-0,3,0,3,Argentina,Uruguay
6832,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,3-1,3,1,2,Ecuador,Chile
6833,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,1-1,1,1,0,Bolivia,Peru
6834,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,1-2,1,2,-1,Antigua and Barbuda,USA
6835,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,2-1,2,1,1,Guatemala,Jamaica
6836,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,0-1,0,1,-1,El Salvador,Costa Rica
6837,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,0-5,0,5,-5,Guyana,Mexico
6838,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,3-0,3,0,3,Canada,Cuba
6839,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,0-0,0,0,0,Panama,Honduras
6840,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,2-6,2,6,-4,Solomon Islands,New Caledonia
6841,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,0-2,0,2,-2,Tahiti,New Zealand
6842,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-0,2,0,2,Belgium,Scotland
6843,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-0,2,0,2,Croatia,Wales
6844,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-0,1,0,1,Macedonia,Serbia
6845,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-0,0,0,0,Czech Republic,Bulgaria
6846,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-1,3,1,2,Italy,Denmark
6847,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,4-0,4,0,4,Austria,Kazakhstan
6848,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,4-4,4,4,0,Germany,Sweden
6849,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-4,1,4,-3,Faroe Islands,Ireland
6850,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-1,0,1,-1,Andorra,Estonia
6851,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-1,3,1,2,Hungary,Turkey
6852,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-4,1,4,-3,Romania,Netherlands
6853,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-0,1,0,1,Albania,Slovenia
6854,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-3,1,3,-2,Cyprus,Norway
6855,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-2,0,2,-2,Iceland,Switzerland
6856,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-0,1,0,1,Russia,Azerbaijan
6857,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Portugal,Northern Ireland
6858,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-0,3,0,3,Israel,Luxembourg
6859,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-1,0,1,-1,Slovakia,Greece
6860,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-0,3,0,3,Bosnia-Herzegovina,Lithuania
6861,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-0,2,0,2,Latvia,Liechtenstein
6862,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-1,0,1,-1,Ukraine,Montenegro
6863,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,0-2,0,2,-2,San Marino,Moldova
6864,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Spain,France
6865,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,2-0,2,0,2,Belarus,Georgia
6866,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,1-1,1,1,0,Venezuela,Ecuador
6867,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,4-1,4,1,3,Bolivia,Uruguay
6868,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,1-2,1,2,-1,Chile,Argentina
6869,2014-BRAZIL,PRELIMINARY-S.America,2012,WorldCup,1-0,1,0,1,Paraguay,Peru
6870,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,3-1,3,1,2,USA,Guatemala
6871,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,4-1,4,1,3,Jamaica,Antigua and Barbuda
6872,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,7-0,7,0,7,Costa Rica,Guyana
6873,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,2-0,2,0,2,Mexico,El Salvador
6874,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,8-1,8,1,7,Honduras,Canada
6875,2014-BRAZIL,PRELIMINARY-N/C.America,2012,WorldCup,1-1,1,1,0,Cuba,Panama
6876,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-0,1,0,1,Iran,South Korea
6877,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,0-1,0,1,-1,Qatar,Uzbekistan
6878,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,2-1,2,1,1,Oman,Jordan
6879,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-2,1,2,-1,Iraq,Australia
6880,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,3-0,3,0,3,New Zealand,Tahiti
6881,2014-BRAZIL,PRELIMINARY-Oceania,2012,WorldCup,5-0,5,0,5,New Caledonia,Solomon Islands
6882,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Poland,England
6883,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,1-1,1,1,0,Northern Ireland,Azerbaijan
6884,2014-BRAZIL,PRELIMINARY-Europe,2012,WorldCup,3-0,3,0,3,Montenegro,San Marino
6885,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-0,1,0,1,Qatar,Lebanon
6886,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,0-1,0,1,-1,Iran,Uzbekistan
6887,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-2,1,2,-1,Oman,Japan
6888,2014-BRAZIL,PRELIMINARY-Asia,2012,WorldCup,1-0,1,0,1,Iraq,Jordan
6889,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-2,2,2,0,Panama,Costa Rica
6890,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-0,0,0,0,Mexico,Jamaica
6891,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-1,2,1,1,Honduras,USA
6892,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Croatia,Serbia
6893,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Macedonia,Belgium
6894,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Scotland,Wales
6895,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,6-0,6,0,6,Bulgaria,Malta
6896,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Czech Republic,Denmark
6897,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Kazakhstan,Germany
6898,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,6-0,6,0,6,Austria,Faroe Islands
6899,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Sweden,Ireland
6900,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Andorra,Turkey
6901,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Hungary,Romania
6902,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Netherlands,Estonia
6903,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Norway,Albania
6904,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Slovenia,Iceland
6905,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Luxembourg,Azerbaijan
6906,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-3,3,3,0,Israel,Portugal
6907,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-1,3,1,2,Bosnia-Herzegovina,Greece
6908,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Slovakia,Lithuania
6909,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Liechtenstein,Latvia
6910,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-8,0,8,-8,San Marino,England
6911,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-3,1,3,-2,Poland,Ukraine
6912,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Moldova,Montenegro
6913,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-1,3,1,2,France,Georgia
6914,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Spain,Finland
6915,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,5-0,5,0,5,Colombia,Bolivia
6916,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Uruguay,Paraguay
6917,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-0,1,0,1,Peru,Chile
6918,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-0,3,0,3,Argentina,Venezuela
6919,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-1,1,1,0,Jamaica,Panama
6920,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-0,1,0,1,USA,Costa Rica
6921,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-2,2,2,0,Honduras,Mexico
6922,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,2-1,2,1,1,New Zealand,New Caledonia
6923,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,2-0,2,0,2,Tahiti,Solomon Islands
6924,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Cyprus,Switzerland
6925,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,South Africa,Central African Republic
6926,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Tunisia,Sierra Leone
6927,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-0,3,0,3,Ivory Coast,Gambia
6928,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Congo,Gabon
6929,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-0,4,0,4,Burkina Faso,Niger
6930,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Nigeria,Kenya
6931,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Namibia,Malawi
6932,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Cameroon,Togo
6933,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Senegal,Angola
6934,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Ethiopia,Botswana
6935,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-3,4,3,1,Equatorial Guinea,Cape Verde
6936,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-1,3,1,2,Tanzania,Morocco
6937,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-0,4,0,4,Ghana,Sudan
6938,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Lesotho,Zambia
6939,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,Mozambique,Guinea
6940,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-2,1,2,-1,Rwanda,Mali
6941,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,D.R. Congo,Libya
6942,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Liberia,Uganda
6943,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Belgium,Macedonia
6944,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Serbia,Scotland
6945,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Wales,Croatia
6946,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Armenia,Czech Republic
6947,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Denmark,Bulgaria
6948,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Malta,Italy
6949,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-1,4,1,3,Germany,Kazakhstan
6950,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Ireland,Austria
6951,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Estonia,Andorra
6952,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-0,4,0,4,Netherlands,Romania
6953,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Turkey,Hungary
6954,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Northern Ireland,Israel
6955,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Azerbaijan,Portugal
6956,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Montenegro,England
6957,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Ukraine,Moldova
6958,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,5-0,5,0,5,Poland,San Marino
6959,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,France,Spain
6960,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Bolivia,Argentina
6961,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-0,1,0,1,Venezuela,Colombia
6962,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,2-0,2,0,2,Chile,Uruguay
6963,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,4-1,4,1,3,Ecuador,Paraguay
6964,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,Costa Rica,Jamaica
6965,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-0,0,0,0,Mexico,USA
6966,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,Panama,Honduras
6967,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-0,1,0,1,Uzbekistan,Lebanon
6968,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,2-1,2,1,1,South Korea,Qatar
6969,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,2-1,2,1,1,Jordan,Japan
6970,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,2-2,2,2,0,Australia,Oman
6971,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,1-0,1,0,1,New Caledonia,Tahiti
6972,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,0-2,0,2,-2,Solomon Islands,New Zealand
6973,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Egypt,Zimbabwe
6974,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-1,3,1,2,Algeria,Benin
6975,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-1,0,1,-1,Jamaica,Mexico
6976,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,0-1,0,1,-1,Qatar,Iran
6977,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-1,1,1,0,Lebanon,South Korea
6978,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-1,1,1,0,Japan,Australia
6979,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-0,1,0,1,Oman,Iraq
6980,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Kenya,Nigeria
6981,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,Malawi,Namibia
6982,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Belgium,Serbia
6983,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Croatia,Scotland
6984,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Armenia,Malta
6985,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Czech Republic,Italy
6986,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Austria,Sweden
6987,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Ireland,Faroe Islands
6988,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Albania,Norway
6989,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-4,2,4,-2,Iceland,Slovenia
6990,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Portugal,Russia
6991,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Azerbaijan,Luxembourg
6992,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Lithuania,Greece
6993,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-5,0,5,-5,Latvia,Bosnia-Herzegovina
6994,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Liechtenstein,Slovakia
6995,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-4,0,4,-4,Montenegro,Ukraine
6996,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Moldova,Poland
6997,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Finland,Belarus
6998,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,0-0,0,0,0,Argentina,Colombia
6999,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-0,1,0,1,Peru,Ecuador
7000,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-2,1,2,-1,Paraguay,Chile
7001,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Bolivia,Venezuela
7002,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-0,0,0,0,Panama,Mexico
7003,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-0,1,0,1,Costa Rica,Honduras
7004,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-2,1,2,-1,Jamaica,USA
7005,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-3,1,3,-2,Sudan,Ghana
7006,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,Libya,D.R. Congo
7007,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Switzerland,Cyprus
7008,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-2,1,2,-1,Botswana,Ethiopia
7009,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-3,0,3,-3,Central African Republic,South Africa
7010,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Cape Verde,Equatorial Guinea
7011,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-2,2,2,0,Sierra Leone,Tunisia
7012,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Morocco,Tanzania
7013,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-3,0,3,-3,Gambia,Ivory Coast
7014,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-0,4,0,4,Zambia,Lesotho
7015,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,Gabon,Congo
7016,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Angola,Senegal
7017,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Uganda,Liberia
7018,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Niger,Burkina Faso
7019,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-4,2,4,-2,Zimbabwe,Egypt
7020,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,6-1,6,1,5,Guinea,Mozambique
7021,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-3,1,3,-2,Benin,Algeria
7022,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Mali,Rwanda
7023,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Togo,Cameroon
7024,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-4,0,4,-4,Denmark,Armenia
7025,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Sweden,Faroe Islands
7026,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Belarus,Finland
7027,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-1,3,1,2,Chile,Bolivia
7028,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,2-0,2,0,2,Colombia,Peru
7029,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Ecuador,Argentina
7030,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,0-1,0,1,-1,Venezuela,Uruguay
7031,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,Honduras,Jamaica
7032,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,USA,Panama
7033,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-0,0,0,0,Mexico,Costa Rica
7034,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,4-0,4,0,4,Iran,Lebanon
7035,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-0,1,0,1,South Korea,Uzbekistan
7036,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,0-1,0,1,-1,Iraq,Japan
7037,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,4-0,4,0,4,Australia,Jordan
7038,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Namibia,Nigeria
7039,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-2,2,2,0,Malawi,Kenya
7040,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Libya,Togo
7041,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-2,3,2,1,Botswana,Central African Republic
7042,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Cape Verde,Sierra Leone
7043,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Morocco,Gambia
